person1_name,person1_dob,person1_tob,person1_pob,person1_moon_sign,person1_nakshatra,person2_name,person2_dob,person2_tob,person2_pob,person2_moon_sign,person2_nakshatra,varna_score,vashya_score,tara_score,yoni_score,graha_maitri_score,gana_score,bhakoot_score,nadi_score,total_score,compatible
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,Mattia De Sciglio,"October 20, 1992",12:00:00,Milan,Cancer,Punarvasu,0,1,1,3,4,6,7,0,22,1
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Terry Bradshaw,"September 12, 1948",11:10:00,Shreveport LA,Sagittarius,Mula,0,1,1,2,0,6,0,8,18,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,Neil Broom,"November 20, 1983",00:00:00,Christchurch,Aries,Ashwini,1,0,1,3,5,1,0,8,19,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,1,1,1,3,5,0,0,8,19,1
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,1,2,3,4,5,6,7,0,28,1
Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,0,1,1,2,3,1,7,8,23,1
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,1,2,3,3,5,0,0,0,14,0
Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,Marco Parolo,"January 25, 1985",12:00:55,"Gallarate, Italy",Pisces,Purva Bhadrapada,1,0,3,3,5,0,0,8,20,1
Yograj Singh,"March 25, 1958",12:00:00,Ludhiana,Taurus,Krittika,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,1,1,2,5,6,7,8,31,1
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,1,2,3,3,4,5,0,0,18,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,1,1,1,3,0,1,7,8,22,1
Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,0,1,1,2,0,1,0,8,13,0
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,1,1,1,2,5,0,7,0,17,0
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,1,1,1,0,5,6,0,8,22,1
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,Gabriel Paletta,"February 15, 1986",12:00:00,"Longchamps, Buenos Aires, Argentina",Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,Leo,Magha,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,0,1,3,4,1,7,8,25,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,Leo,Magha,0,0,1,3,0,6,7,0,17,0
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,Terry Bradshaw,"September 12, 1948",11:10:00,Shreveport LA,Sagittarius,Mula,1,0,1,2,5,6,0,8,23,1
About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,Gemini,Mrigashira,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,2,3,4,5,6,7,0,28,1
Ishant Sharma,"September 02, 1988",12:00:00,Delhi,Taurus,Krittika,Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,1,2,3,2,5,0,0,0,13,0
Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,1,2,3,4,5,6,7,0,28,1
Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,Leonardo Bonucci,"May 01, 1987",12:00:00,"Viterbo, Italy",Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,Leo,Magha,Gautam Gambhir,"October 14, 1981",12:00:00,Delhi,Aries,Ashwini,1,0,3,3,5,1,0,8,21,1
V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,1,1,2,3,1,7,8,24,1
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,0,1,1,0,5,6,0,8,21,1
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,0,0,1,2,0,6,7,8,24,1
About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,Aries,Ashwini,Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,1,0,3,2,5,1,0,8,20,1
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,0,2,1,2,0,6,7,8,26,1
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,1,2,3,2,5,6,0,0,19,1
About Dawid Malan/ Who is Dawid Malan ?,"September 3, 1987",12:00:00,London,Sagittarius,Mula,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,0,1,1,3,4,1,0,0,10,0
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,1,2,3,4,5,6,7,0,28,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,1,2,3,3,4,1,0,0,14,0
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,1,2,1,3,4,0,0,8,19,1
Heena Sidhu,"August 29, 1989",12:00:00,Ludhiana,Cancer,Punarvasu,Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,1,1,1,2,1,6,0,8,20,1
About Virendar Sehwag/ Who is Virendar Sehwag ?,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,Gabriel Paletta,"February 15, 1986",12:00:00,"Longchamps, Buenos Aires, Argentina",Aries,Ashwini,0,2,1,2,3,1,0,8,17,0
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,1,1,1,3,5,0,7,8,26,1
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,0,1,1,3,5,0,0,8,18,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,0,0,1,3,0,0,7,0,11,0
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,1,1,3,2,5,0,0,8,20,1
About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,1,2,1,2,3,1,0,8,18,1
Raju Gaikwad,"September 25, 1990",12:00:00,Mumbai,Scorpio,Vishakha,Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,1,0,1,2,5,1,0,8,18,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,About Chris Green/ Who is Chris Green ?,"October 1, 1993",12:00:00,Durban,Pisces,Purva Bhadrapada,1,0,3,2,5,0,0,8,19,1
About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,4,3,0,0,8,18,1
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,Cancer,Punarvasu,0,1,1,3,1,6,0,8,20,1
Raju Gaikwad,"September 25, 1990",12:00:00,Mumbai,Scorpio,Vishakha,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,0,1,2,0,6,7,8,25,1
About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,1,1,1,2,3,0,0,8,16,0
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,0,0,1,3,0,1,0,8,13,0
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,1,1,2,0,1,7,8,21,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,Doug Bollinger,"July 24, 1981",12:00:00,Baulkham Hills,Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,1,1,1,2,5,0,7,8,25,1
Yograj Singh,"March 25, 1958",12:00:00,Ludhiana,Taurus,Krittika,Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,1,1,1,3,5,6,7,8,32,1
Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,1,0,1,3,5,6,7,0,23,1
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,Pisces,Purva Bhadrapada,About Pv Sindhu/ Who is Pv Sindhu ?,"July 5, 1995",12:00:00,Hyderabad,Virgo,Uttara Phalguni,1,1,1,3,0,6,7,0,19,1
Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,1,1,0,5,6,0,8,22,1
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,1,2,3,3,5,0,0,0,14,0
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,1,1,1,3,3,6,7,8,30,1
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,1,2,3,4,5,6,7,0,28,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,0,1,1,2,3,6,7,8,28,1
About Chris Green/ Who is Chris Green ?,"October 1, 1993",12:00:00,Durban,Pisces,Purva Bhadrapada,About Arjun Tendulkar/ Who is Arjun Tendulkar ?,"September 24, 1999",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,4,3,0,0,8,18,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,0,1,1,3,0,1,7,8,21,1
Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,2,3,6,7,8,28,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,3,5,0,0,8,19,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,3,5,0,0,8,19,1
About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,Leo,Magha,About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,1,2,3,4,5,6,7,0,28,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,1,1,3,5,0,7,8,26,1
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,1,0,1,0,3,6,7,0,18,1
Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,Andrea Barzagli,"May 08, 1981",12:00:00,"Fiesole, Italy",Gemini,Mrigashira,1,1,1,3,0,5,7,8,26,1
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,0,1,1,3,0,5,0,0,10,0
About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,1,1,3,3,4,6,0,8,26,1
Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,0,1,1,3,0,1,0,8,14,0
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,Deepak Thakur,"December 28, 1980",12:00:00,Bhamowal,Virgo,Uttara Phalguni,1,1,1,3,0,6,7,0,19,1
About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,1,1,2,0,1,7,8,21,1
V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,2,0,1,7,8,21,1
M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,0,1,1,2,0,5,0,0,9,0
About Dawid Malan/ Who is Dawid Malan ?,"September 3, 1987",12:00:00,London,Sagittarius,Mula,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,2,5,0,7,0,16,0
About Ravi Bishnoi/ Who is Ravi Bishnoi ?,"September 5, 2000",12:00:00,Jodhpur,Scorpio,Vishakha,About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,1,0,3,3,5,0,0,8,20,1
About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,1,1,2,0,6,7,8,26,1
About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,Phil Foden,"May 28, 2000",00:00:00,Manchester,Aquarius,Dhanishta,1,0,1,2,0,6,7,8,25,1
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,1,2,3,4,5,6,7,0,28,1
About Dawid Malan/ Who is Dawid Malan ?,"September 3, 1987",12:00:00,London,Sagittarius,Mula,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,4,1,0,0,10,0
About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,1,0,1,3,0,0,0,0,5,0
Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,0,1,2,0,6,7,8,25,1
About Ravi Bishnoi/ Who is Ravi Bishnoi ?,"September 5, 2000",12:00:00,Jodhpur,Scorpio,Vishakha,Sachin Tendulkar,"April 24, 1973",14:25:00,Mumbai,Sagittarius,Mula,1,0,1,3,5,6,0,8,24,1
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,1,1,1,2,0,1,7,8,21,1
About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,1,1,1,3,3,6,7,8,30,1
Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,1,2,3,2,5,1,0,0,14,0
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,1,2,3,3,4,6,0,0,19,1
Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,1,1,1,3,4,6,7,0,23,1
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,0,1,2,0,6,7,8,25,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,1,0,3,2,5,0,0,8,19,1
Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,1,1,1,2,3,6,7,8,29,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,0,1,1,2,5,6,7,8,30,1
Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,1,1,2,5,0,0,8,18,1
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,Salvatore Sirigu,"January 12, 1987",12:00:00,"Nuoro, Italy",Taurus,Krittika,1,2,1,2,3,1,0,8,18,1
About Josh Philippe/ Who is Josh Philippe ?,"June 1, 1997",12:00:00,Subiaco,Pisces,Purva Bhadrapada,About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,1,1,1,3,0,0,7,8,21,1
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,0,1,1,2,5,0,7,8,24,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,0,1,1,3,0,0,0,8,13,0
Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,1,1,1,3,4,6,7,0,23,1
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,1,1,2,0,1,7,8,21,1
Vikram Pillay,"November 27, 1981",12:00:00,Khadki,Scorpio,Vishakha,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,0,1,0,3,6,7,0,18,1
About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,Cancer,Punarvasu,Phil Foden,"May 28, 2000",00:00:00,Manchester,Aquarius,Dhanishta,1,1,1,2,0,1,0,8,14,0
Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,1,0,1,0,3,6,7,0,18,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Neil Broom,"November 20, 1983",00:00:00,Christchurch,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,0,1,1,2,3,1,7,8,23,1
Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,About Ravi Bishnoi/ Who is Ravi Bishnoi ?,"September 5, 2000",12:00:00,Jodhpur,Scorpio,Vishakha,0,0,1,2,0,0,7,0,10,0
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,0,2,1,3,3,1,0,8,18,1
Salman Khan-1,"December 27, 1965",09:30:00,Mumbai,Capricorn,Uttara Ashadha,Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,1,1,1,3,5,0,0,8,19,1
